"","tracking_freq","fraction_of_cycles"
"1",0.0125,0
"2",0.0375,0
"3",0.0625,0
"4",0.0875,0
"5",0.1125,0
"6",0.1375,0
"7",0.1625,0
"8",0.1875,0
"9",0.2125,0
"10",0.2375,0
"11",0.2625,0
"12",0.2875,0
"13",0.3125,0
"14",0.3375,0.000350262697022767
"15",0.3625,0
"16",0.3875,0.000350262697022767
"17",0.4125,0.00175131348511384
"18",0.4375,0.00525394045534151
"19",0.4625,0.00560420315236427
"20",0.4875,0.0182136602451839
"21",0.5125,0.0115586690017513
"22",0.5375,0.0115586690017513
"23",0.5625,0.0213660245183888
"24",0.5875,0.0269702276707531
"25",0.6125,0.0227670753064799
"26",0.6375,0.0332749562171629
"27",0.6625,0.0318739054290718
"28",0.6875,0.046584938704028
"29",0.7125,0.045183887915937
"30",0.7375,0.05569176882662
"31",0.7625,0.0364273204903678
"32",0.7875,0.05569176882662
"33",0.8125,0.0374781085814361
"34",0.8375,0.046584938704028
"35",0.8625,0.042031523642732
"36",0.8875,0.0500875656742557
"37",0.9125,0.0385288966725044
"38",0.9375,0.0416812609457093
"39",0.9625,0.0749562171628722
"40",0.9875,0.238178633975482
